project_id,subject_area,review_board,research_area
12836250,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
12901640,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
12938288,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13286686,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13307018,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13759457,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13799719,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
14023866,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
14250334,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
15477770,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
17546514,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
17771695,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
18510414,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
18652202,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
18693849,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
19719780,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
19985993,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
20088716,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
20170465,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
20230898,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
20292752,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
21644054,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
21971595,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
22465846,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
22935240,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24040252,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24040814,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24286268,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24286296,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24390159,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
24676099,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
25065445,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
25760443,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
26068018,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
26333961,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
27112786,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
29385330,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
29837756,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
31907460,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
32152271,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
32501626,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
33421847,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
33442413,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
33588101,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
34712712,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
34815210,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
35615435,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
35654125,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
36065184,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39011260,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39052126,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39072414,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39092696,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39133334,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
39236281,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
40095828,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
42860621,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
43168683,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
43229294,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
43311986,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
43332165,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
43455480,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
46710898,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
49476430,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
49701054,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
50070218,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
57034337,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
57566863,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
58427100,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
58488057,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
61498647,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
61867463,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
62891577,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
65636347,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
66618578,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
72844389,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
73111208,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
75732319,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
77760487,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
88921390,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
89986987,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
99161398,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
99919608,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
100308792,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
100799727,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
101925924,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
104405829,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
105286809,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
105533105,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
111166240,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
112805507,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
112927078,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
119438981,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
125440785,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
128900243,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
130241892,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
138733498,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
148646377,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
148688621,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
154113120,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
157660137,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
164295104,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
165054336,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
171475307,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
172417568,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
173096411,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
174858087,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
177710919,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
178567888,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
178696424,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
179902948,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
180879236,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
184695641,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
185476941,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
189853844,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
190230491,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
190538538,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
190578797,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
190586431,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
191312833,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
192503913,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
192904750,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
193793266,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194347757,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194407705,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194407719,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194465578,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194651731,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
194676614,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
197785619,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
198096916,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
198612328,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
198742546,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
198800877,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
200509276,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
201302640,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
201348542,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
207100805,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
208233609,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
209933838,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
213249687,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
213555243,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
213904703,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
216581600,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
219314758,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
220652768,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
221545957,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
221828878,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
222125149,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
227612752,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
231396381,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
232631280,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
232935877,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
233120155,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
233792562,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
234406232,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
235777276,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
236360313,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
237042534,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
237182749,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
238187445,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
239283807,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
239484859,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
240245660,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
242727105,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
246212759,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
246264642,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
246264642,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
258351992,Biochemie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
273241,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
273397,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
273551,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
374717,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
374934,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
375059,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
375188,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
388747,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
440477,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
462190,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
812229,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
814910,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
968539,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
969236,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5397027,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5397096,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5397363,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5397647,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5470521,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5470814,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5471482,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5471805,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5472023,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5482652,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5482728,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5482962,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5483103,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5483209,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5483726,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5483829,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5484048,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5484259,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5484447,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5484626,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5485201,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5485271,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5485315,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5485326,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5485888,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5486111,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5486135,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5486264,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5486276,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
5486356,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
12447019,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
13123509,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
13799719,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
15477770,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
16011279,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
16707101,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
17771695,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
18407128,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
19924577,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
20230898,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
20641893,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
21644054,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
21971595,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
23057254,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
24040252,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
24389404,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
24390159,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
24899777,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
29385330,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
29837756,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
31394370,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
33995431,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
34528275,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
34712712,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
34814745,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
36842431,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
39236281,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
43455480,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
47100475,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
49701054,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
57034337,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
58427100,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
58918792,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
73111014,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
80750187,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
92137290,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
97850925,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
99161398,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
100308792,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
101804013,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
101885864,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
112927078,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
114933180,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
130243000,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
140392386,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
158989968,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
160225957,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
160548243,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
160564869,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
161220270,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
164295104,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
165054336,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
173096411,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
177710919,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
178696424,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
179309734,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
179902948,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
182845150,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
183626985,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
189897882,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
190230491,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
190586431,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
191312833,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
194266605,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
194407705,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
194468054,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
197785619,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
204083920,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
210879364,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
213555243,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
213602983,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
213904703,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
214322699,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
215346292,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
220134278,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
222374435,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
225165194,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
231604701,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
232863826,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
237042534,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
240245660,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
249509554,Immunologie,"Mikrobiologie, Virologie und Immunologie",Lebenswissenschaften 
273241,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
273393,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
273495,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
374794,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
374934,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
375129,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
375188,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
375253,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
388747,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
455540,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
462239,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
812229,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
948344,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5470521,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5471482,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5471805,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5472132,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5472160,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5482652,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5482962,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5483434,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5483726,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5483829,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484259,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484340,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484359,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484543,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484607,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484803,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5484845,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485142,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485201,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485239,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485271,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485315,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485447,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485539,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485789,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485912,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5485988,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5486111,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5486231,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5486242,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
5486276,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
12447501,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
12959370,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13307018,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
13799719,Zellbiologie,Grundlagen der Biologie und Medizin,Lebenswissenschaften 
